user_id,rank,movie_id
136,8,1089
136,9,1004
136,10,753
137,1,805
137,2,1515
137,3,1473
137,4,558
137,5,1376
137,6,887
137,7,304
137,8,1435
137,9,1529
137,10,976
138,1,1169
138,2,114
138,3,1587
138,4,941
138,5,1029
138,6,1514
138,7,1421
138,8,1526
138,9,1532
138,10,951
139,1,565
139,2,74
139,3,1169
139,4,323
139,5,1073
139,6,1477
139,7,1266
139,8,993
139,9,114
139,10,360
14,1,962
14,2,1031
14,3,392
14,4,335
14,5,1122
14,6,1351
14,7,1171
14,8,1620
14,9,903
14,10,734
140,1,1461
140,2,1577
140,3,1666
140,4,1593
140,5,1379
140,6,247
140,7,1667
140,8,1325
140,9,1070
140,10,1260
141,1,1513
141,2,1625
141,3,460
141,4,733
141,5,464
141,6,295
141,7,646
141,8,1275
141,9,368
141,10,922
142,1,1424
142,2,485
142,3,1053
142,4,1628
142,5,1481
142,6,1645
142,7,701
142,8,857
142,9,1554
142,10,937
143,1,745
143,2,1015
143,3,1200
143,4,1116
143,5,247
143,6,1530
143,7,1557
143,8,1018
143,9,1021
143,10,1568
144,1,1679
144,2,1607
144,3,1632
144,4,1669
144,5,1100
144,6,1658
144,7,533
144,8,1282
144,9,1476
144,10,1552
145,1,1654
145,2,1441
145,3,1156
145,4,1578
145,5,1306
145,6,1453
145,7,1322
145,8,1373
145,9,6
145,10,534
146,1,829
146,2,1669
146,3,767
146,4,1388
146,5,1279
146,6,1587
146,7,1292
146,8,1100
146,9,1214
146,10,1170
147,1,1328
147,2,1544
147,3,721
147,4,1417
147,5,1038
147,6,1342
147,7,1253
147,8,1644
147,9,1318
147,10,1359
148,1,1379
148,2,74
148,3,1674
148,4,1072
148,5,1405
148,6,1023
148,7,1326
148,8,1169
148,9,1670
148,10,1565
149,1,1527
149,2,1251
149,3,1124
149,4,1603
149,5,1424
149,6,1072
149,7,827
149,8,1212
149,9,744
149,10,1632
15,1,1510
15,2,1481
15,3,1344
15,4,430
15,5,1232
15,6,1490
15,7,345
15,8,1606
15,9,464
15,10,607
150,1,701
150,2,1492
150,3,1073
150,4,1348
150,5,1347
150,6,1617
150,7,949
150,8,113
150,9,1283
150,10,768
151,1,1563
151,2,1207
151,3,1618
151,4,714
151,5,1102
151,6,745
151,7,1377
151,8,1274
151,9,1349
151,10,1559
152,1,1357
152,2,1522
152,3,1626
152,4,1552
152,5,459
152,6,1620
152,7,1679
152,8,1238
152,9,1141
152,10,1070
153,1,1502
153,2,1398
153,3,1279
153,4,106
153,5,909
153,6,84
153,7,1069
153,8,1659
153,9,1559
153,10,1599
154,1,1502
154,2,974
154,3,1464
154,4,617
154,5,998
154,6,1415
154,7,1614
154,8,1379
154,9,1450
154,10,1139
155,1,1543
155,2,1500
155,3,1637
155,4,1544
155,5,667
155,6,1142
155,7,1386
155,8,545
155,9,45
155,10,959
156,1,1019
156,2,925
156,3,1595
156,4,861
156,5,843
156,6,569
156,7,790
156,8,809
156,9,1681
156,10,1084
157,1,1053
157,2,1172
157,3,974
157,4,1199
157,5,437
157,6,534
157,7,1628
157,8,416
157,9,1580
157,10,87
158,1,1579
158,2,1626
158,3,766
158,4,1253
158,5,1553
158,6,439
158,7,1540
158,8,1010
158,9,1057
158,10,666
159,1,1606
159,2,1386
159,3,1566
159,4,846
159,5,957
159,6,1503
159,7,882
159,8,587
159,9,108
159,10,1443
16,1,1250
16,2,1249
16,3,1163
16,4,1488
16,5,1453
16,6,1591
16,7,1510
16,8,1390
16,9,1421
16,10,1178
160,1,861
160,2,1581
160,3,1414
160,4,1666
160,5,1199
160,6,75
160,7,1470
160,8,1351
160,9,1166
160,10,1501
161,1,1572
161,2,1587
161,3,1376
161,4,860
161,5,1519
161,6,246
161,7,1250
161,8,642
161,9,1356
161,10,1214
162,1,1584
162,2,832
162,3,558
162,4,1488
162,5,383
162,6,1547
162,7,1611
162,8,585
162,9,1610
162,10,1188
163,1,113
163,2,481
163,3,949
163,4,1415
163,5,1363
163,6,1302
163,7,1430
163,8,1134
163,9,1468
163,10,1162
164,1,1611
164,2,541
164,3,957
164,4,1669
164,5,1549
164,6,1299
164,7,1670
164,8,1003
164,9,1388
164,10,1345
165,1,555
165,2,336
165,3,1529
165,4,846
165,5,1254
165,6,694
165,7,904
165,8,1494
165,9,774
165,10,1487
166,1,1577
166,2,957
166,3,1415
166,4,1422
166,5,394
166,6,1195
166,7,555
166,8,1004
166,9,1543
166,10,1130
167,1,1544
167,2,1543
167,3,976
167,4,1453
167,5,827
167,6,1365
167,7,1256
167,8,1545
167,9,782
167,10,1359
168,1,1633
168,2,1505
168,3,1054
168,4,1356
168,5,1427
168,6,1680
168,7,1072
168,8,1630
168,9,1364
168,10,894
169,1,1571
169,2,1019
169,3,637
169,4,666
169,5,1630
169,6,681
169,7,1178
169,8,1327
169,9,1036
169,10,437
17,1,949
17,2,1409
17,3,643
17,4,905
17,5,1304
17,6,362
17,7,893
17,8,1453
17,9,1177
17,10,280
170,1,893
170,2,1165
170,3,1430
170,4,1383
170,5,744
170,6,1437
170,7,1370
170,8,1195
170,9,6
170,10,1616
171,1,1353
171,2,907
171,3,1550
171,4,1427
171,5,718
171,6,1321
171,7,1674
171,8,1558
171,9,984
171,10,1630
172,1,1397
172,2,361
172,3,1365
172,4,730
172,5,261
172,6,753
172,7,1211
172,8,1308
172,9,1077
172,10,1669
173,1,1351
173,2,1122
173,3,1116
173,4,1424
173,5,1543
173,6,1540
173,7,1603
173,8,1077
173,9,730
173,10,1199
174,1,1588
174,2,626
174,3,1199
174,4,560
174,5,1569
174,6,1230
174,7,254
174,8,1553
174,9,616
174,10,805
175,1,1632
175,2,1406
175,3,973
175,4,957
175,5,1097
175,6,1614
175,7,1671
175,8,525
175,9,1265
175,10,813
176,1,1160
176,2,816
176,3,1178
176,4,1272
176,5,247
176,6,1282
176,7,637
176,8,766
176,9,267
176,10,1035
177,1,1393
177,2,1342
177,3,1606
177,4,1668
177,5,1532
177,6,562
177,7,1442
177,8,1224
177,9,374
177,10,1043
178,1,1379
178,2,1207
178,3,1333
178,4,1236
178,5,951
178,6,1390
178,7,536
178,8,490
178,9,1270
178,10,1285
179,1,1591
179,2,737
179,3,1316
179,4,917
179,5,1613
179,6,1472
179,7,1504
179,8,1322
179,9,982
179,10,1040
18,1,1055
18,2,1612
18,3,1348
18,4,1354
18,5,1130
18,6,1289
18,7,1627
18,8,996
18,9,1425
18,10,1320
180,1,18
180,2,1547
180,3,1658
180,4,1669
180,5,667
180,6,220
180,7,931
180,8,146
180,9,1670
180,10,60
181,1,1614
181,2,757
181,3,1246
181,4,1427
181,5,1043
181,6,1260
181,7,115
181,8,759
181,9,843
181,10,1426
182,1,1333
182,2,397
182,3,1278
182,4,1347
182,5,1135
182,6,422
182,7,771
182,8,1629
182,9,608
182,10,675
183,1,701
183,2,604
183,3,1614
183,4,1221
183,5,1357
183,6,572
183,7,242
183,8,394
183,9,783
183,10,901
184,1,movie_id
184,2,1486
184,3,1351
184,4,261
184,5,927
184,6,1485
184,7,299
184,8,1199
184,9,1252
184,10,1680
185,1,1253
185,2,1012
185,3,784
185,4,1096
185,5,106
185,6,1553
185,7,1668
185,8,330
185,9,574
185,10,1491
186,1,1239
186,2,1617
186,3,893
186,4,579
186,5,1184
186,6,620
186,7,1637
186,8,1552
186,9,1360
186,10,1217
187,1,1328
187,2,1617
187,3,624
187,4,1102
187,5,1453
187,6,1108
187,7,765
187,8,1612
187,9,643
187,10,1668
188,1,1443
188,2,1595
188,3,704
188,4,773
188,5,843
188,6,863
188,7,1390
188,8,1426
188,9,6
188,10,376
189,1,1553
189,2,1679
189,3,1342
189,4,146
189,5,1579
189,6,1409
189,7,1202
189,8,439
189,9,1615
189,10,1228
19,1,1480
19,2,1655
19,3,1075
19,4,1027
19,5,1031
19,6,1400
19,7,107
19,8,1610
19,9,359
19,10,579
190,1,1200
190,2,1174
190,3,1568
190,4,1418
190,5,1507
190,6,1378
190,7,1511
190,8,1276
190,9,1175
190,10,1481
191,1,757
191,2,1522
191,3,1287
191,4,1403
191,5,1024
191,6,894
191,7,1569
191,8,1052
191,9,1614
191,10,1360
192,1,1160
192,2,1587
192,3,1567
192,4,1064
192,5,1161
192,6,1230
192,7,1188
192,8,57
192,9,502
192,10,1356
193,1,1161
193,2,247
193,3,1581
193,4,1321
193,5,138
193,6,1558
193,7,1436
193,8,1317
193,9,1633
193,10,534
194,1,1492
194,2,745
194,3,585
194,4,701
194,5,558
194,6,1390
194,7,1170
194,8,1625
194,9,1282
194,10,1455
195,1,996
195,2,1448
195,3,1527
195,4,1305
195,5,1032
195,6,645
195,7,1373
195,8,1321
195,9,814
195,10,932
196,1,700
196,2,920
196,3,1674
196,4,1144
196,5,1558
196,6,848
196,7,1015
196,8,838
196,9,907
196,10,1027
197,1,1630
197,2,1680
197,3,1371
197,4,1579
197,5,1501
197,6,891
197,7,1224
197,8,728
197,9,1581
197,10,1628
198,1,1433
198,2,1576
198,3,1552
198,4,1660
198,5,1463
198,6,1672
198,7,1331
198,8,1563
198,9,1444
198,10,374
199,1,1117
199,2,75
199,3,1575
199,4,911
199,5,1174
199,6,1371
199,7,741
199,8,613
199,9,687
199,10,694
2,1,1393
2,2,1547
2,3,1258
2,4,1287
2,5,718
2,6,1151
2,7,1243
2,8,1606
2,9,952
2,10,1418
20,1,1436
20,2,1212
20,3,1594
20,4,1632
20,5,1504
20,6,949
20,7,30
20,8,1089
20,9,81
20,10,1444
200,1,667
200,2,987
200,3,1569
200,4,620
200,5,463
200,6,1533
200,7,761
200,8,745
200,9,1375
200,10,1279
201,1,1359
201,2,1669
201,3,1599
201,4,1271
201,5,1423
201,6,1104
201,7,1386
201,8,1287
201,9,1499
201,10,814
202,1,1161
202,2,677
202,3,1554
202,4,1420
202,5,1357
202,6,1581
202,7,848
202,8,1438
202,9,1000
202,10,930
203,1,987
203,2,1436
203,3,730
203,4,1632
203,5,1527
203,6,1077
203,7,1543
203,8,996
203,9,1403
203,10,1338
204,1,909
204,2,1365
204,3,1352
204,4,957
204,5,1369
204,6,565
204,7,734
204,8,1443
204,9,657
204,10,1100
205,1,1219
205,2,712
205,3,957
205,4,1299
205,5,1611
205,6,1388
205,7,1010
205,8,247
205,9,1202
205,10,942
206,1,558
206,2,26
206,3,1055
206,4,332
206,5,1319
206,6,1321
206,7,1072
206,8,698
206,9,921
206,10,1169
207,1,1365
207,2,1383
207,3,1473
207,4,1600
207,5,1555
207,6,1294
207,7,965
207,8,75
207,9,1515
207,10,1023
208,1,1522
208,2,1547
208,3,1081
208,4,1559
208,5,1673
208,6,646
208,7,628
208,8,984
208,9,1007
208,10,1141
209,1,1645
209,2,996
209,3,247
209,4,1588
209,5,1194
209,6,1174
209,7,74
209,8,1299
209,9,1001
209,10,1180
21,1,1580
21,2,1117
21,3,1679
21,4,907
21,5,1635
21,6,1667
21,7,1579
21,8,103
21,9,897
21,10,35
210,1,620
210,2,1340
210,3,1567
210,4,624
210,5,1031
210,6,1293
210,7,1508
210,8,1029
210,9,1382
210,10,464
211,1,1552
211,2,1572
211,3,1326
211,4,1357
211,5,988
211,6,893
211,7,1331
211,8,1638
211,9,1307
211,10,85
212,1,1547
212,2,1617
212,3,906
212,4,1070
212,5,1459
212,6,887
212,7,1208
212,8,785
212,9,268
212,10,952
213,1,1485
213,2,886
213,3,1207
213,4,1461
213,5,115
213,6,1029
213,7,810
213,8,912
213,9,695
213,10,1295
214,1,957
214,2,1238
214,3,1189
214,4,movie_id
214,5,1526
214,6,581
214,7,114
214,8,971
214,9,1668
214,10,261
215,1,1276
215,2,1579
215,3,611
215,4,1172
215,5,75
215,6,1627
215,7,1634
215,8,1665
215,9,1494
215,10,1001
216,1,1610
216,2,764
216,3,1362
216,4,585
216,5,1187
216,6,1072
216,7,1609
216,8,36
216,9,1220
216,10,1400
217,1,921
217,2,766
217,3,1037
217,4,825
217,5,927
217,6,1371
217,7,532
217,8,307
217,9,1484
217,10,658
218,1,1450
218,2,1614
218,3,1625
218,4,36
218,5,1553
218,6,585
218,7,1072
218,8,247
218,9,1467
218,10,1165
219,1,1544
219,2,1513
219,3,1571
219,4,827
219,5,1278
219,6,691
219,7,145
219,8,1512
219,9,1081
219,10,1031
22,1,1572
22,2,1029
22,3,1380
22,4,564
22,5,1122
22,6,1325
22,7,1301
22,8,1126
22,9,449
22,10,1512
220,1,957
220,2,848
220,3,1632
220,4,834
220,5,1543
220,6,261
220,7,1528
220,8,1386
220,9,926
220,10,1171
221,1,1287
221,2,394
221,3,1487
221,4,1385
221,5,587
221,6,1247
221,7,1331
221,8,1606
221,9,1297
221,10,1155
222,1,1077
222,2,1663
222,3,1432
222,4,341
222,5,1575
222,6,1670
222,7,330
222,8,1169
222,9,1555
222,10,1158
223,1,1443
223,2,1669
223,3,1343
223,4,1545
223,5,857
223,6,1645
223,7,1435
223,8,1508
223,9,863
223,10,1382
224,1,1658
224,2,1410
224,3,146
224,4,1299
224,5,1366
224,6,1581
224,7,1072
224,8,1103
224,9,553
224,10,665
225,1,949
225,2,1667
225,3,973
225,4,827
225,5,1571
225,6,1235
225,7,481
225,8,1189
225,9,1682
225,10,974
226,1,1550
226,2,1321
226,3,1112
226,4,587
226,5,718
226,6,1386
226,7,1624
226,8,1353
226,9,907
226,10,1547
227,1,437
227,2,1568
227,3,766
227,4,1201
227,5,1199
227,6,1132
227,7,1566
227,8,1053
227,9,563
227,10,626
228,1,1644
228,2,798
228,3,1334
228,4,1614
228,5,107
228,6,1379
228,7,918
228,8,1477
228,9,1508
228,10,1579
229,1,646
229,2,1293
229,3,463
229,4,1064
229,5,1317
229,6,1102
229,7,712
229,8,1388
229,9,1274
229,10,1007
23,1,1359
23,2,1544
23,3,1369
23,4,1330
23,5,1669
23,6,1525
23,7,1342
23,8,1052
23,9,1304
23,10,362
230,1,1403
230,2,1219
230,3,1359
230,4,585
230,5,541
230,6,1522
230,7,1621
230,8,1509
230,9,1160
230,10,21
231,1,1171
231,2,781
231,3,1412
231,4,641
231,5,464
231,6,1350
231,7,1457
231,8,1411
231,9,1019
231,10,333
232,1,1430
232,2,857
232,3,1660
232,4,1546
232,5,1557
232,6,140
232,7,1604
232,8,397
232,9,18
232,10,1066
233,1,1473
233,2,1378
233,3,1180
233,4,1369
233,5,1296
233,6,1480
233,7,1481
233,8,666
233,9,1020
233,10,305
234,1,973
234,2,1484
234,3,1436
234,4,1667
234,5,1505
234,6,1680
234,7,1461
234,8,1471
234,9,1502
234,10,1605
235,1,600
235,2,1325
235,3,1563
235,4,973
235,5,1279
235,6,330
235,7,1043
235,8,1581
235,9,1609
235,10,1196
236,1,1332
236,2,1070
236,3,957
236,4,1614
236,5,1448
236,6,1505
236,7,1611
236,8,1001
236,9,985
236,10,36
237,1,1605
237,2,1579
237,3,1502
237,4,974
237,5,1464
237,6,908
237,7,1443
237,8,1460
237,9,1426
237,10,1055
238,1,422
238,2,847
238,3,1379
238,4,758
238,5,572
238,6,1533
238,7,470
238,8,108
238,9,1040
238,10,865
239,1,1579
239,2,296
239,3,1610
239,4,362
239,5,1362
239,6,1255
239,7,1432
239,8,1112
239,9,784
239,10,793
24,1,1669
24,2,1287
24,3,1670
24,4,1380
24,5,1426
24,6,624
24,7,1175
24,8,1031
24,9,1665
24,10,1596
240,1,1254
240,2,1528
240,3,1544
240,4,1458
240,5,1588
240,6,1633
240,7,1511
240,8,1327
240,9,1179
240,10,1427
241,1,1611
241,2,1508
241,3,1414
241,4,1369
241,5,1681
241,6,1261
241,7,1522
241,8,548
241,9,754
241,10,1481
242,1,1169
242,2,679
242,3,893
242,4,1322
242,5,1438
242,6,1267
242,7,1579
242,8,73
242,9,1243
242,10,1670
243,1,1357
243,2,113
243,3,1453
243,4,1177
243,5,1405
243,6,1585
243,7,987
243,8,1468
243,9,700
243,10,1359
244,1,1251
244,2,1649
244,3,996
244,4,593
244,5,1064
244,6,376
244,7,1327
244,8,437
244,9,865
244,10,1348
245,1,1144
245,2,1322
245,3,1674
245,4,1054
245,5,1158
245,6,1508
245,7,1548
245,8,1678
245,9,1146
245,10,787
246,1,1654
246,2,441
246,3,1563
246,4,1102
246,5,1190
246,6,1131
246,7,1034
246,8,871
246,9,1383
246,10,1427
247,1,1679
247,2,1579
247,3,75
247,4,1253
247,5,613
247,6,1630
247,7,626
247,8,574
247,9,911
247,10,1117
248,1,1666
248,2,1227
248,3,1677
248,4,759
248,5,1221
248,6,894
248,7,394
248,8,1670
248,9,1345
248,10,1144
249,1,1201
249,2,1613
249,3,1043
249,4,1166
249,5,375
249,6,1246
249,7,1331
249,8,1522
249,9,857
249,10,1325
25,1,1321
25,2,1528
25,3,996
25,4,907
25,5,1373
25,6,437
25,7,1386
25,8,921
25,9,296
25,10,686
250,1,1359
250,2,1567
250,3,1294
250,4,1512
250,5,1262
250,6,1553
250,7,1436
250,8,973
250,9,1605
250,10,1080
251,1,927
251,2,1122
251,3,957
251,4,1403
251,5,834
251,6,1620
251,7,1330
251,8,1368
251,9,1644
251,10,504
252,1,1534
252,2,1309
252,3,1628
252,4,1606
252,5,1476
252,6,1218
252,7,486
252,8,604
252,9,1510
252,10,1624
253,1,1544
253,2,1668
253,3,1508
253,4,903
253,5,1219
253,6,587
253,7,376
253,8,1637
253,9,865
253,10,948
254,1,1579
254,2,1043
254,3,1366
254,4,1494
254,5,533
254,6,718
254,7,1067
254,8,1450
254,9,1320
254,10,1144
255,1,718
255,2,1242
255,3,1527
255,4,1526
255,5,1548
255,6,1373
255,7,938
255,8,1337
255,9,45
255,10,1190
256,1,1360
256,2,1553
256,3,454
256,4,1614
256,5,1306
256,6,1320
256,7,701
256,8,711
256,9,1239
256,10,1572
257,1,1601
257,2,1580
257,3,1393
257,4,1053
257,5,1645
257,6,1648
257,7,1086
257,8,1636
257,9,1000
257,10,1040
258,1,1414
258,2,1539
258,3,437
258,4,861
258,5,141
258,6,1571
258,7,674
258,8,1477
258,9,853
258,10,929
259,1,804
259,2,1000
259,3,1360
259,4,1426
259,5,765
259,6,1381
259,7,1573
259,8,1395
259,9,1334
259,10,459
26,1,957
26,2,1632
26,3,1566
26,4,1153
26,5,1579
26,6,1057
26,7,978
26,8,1606
26,9,119
26,10,1627
260,1,1614
260,2,1663
260,3,1504
260,4,1185
260,5,1186
260,6,923
260,7,452
260,8,1655
260,9,1422
260,10,1153
261,1,734
261,2,1397
261,3,1029
261,4,1378
261,5,641
261,6,1472
261,7,951
261,8,10
261,9,870
261,10,261
262,1,1573
262,2,1588
262,3,1024
262,4,1029
262,5,75
262,6,793
262,7,1476
262,8,1117
262,9,593
262,10,1511
263,1,1043
263,2,1450
263,3,1579
263,4,1609
263,5,1489
263,6,1224
263,7,985
263,8,1596
263,9,1344
263,10,1409
264,1,1654
264,2,1246
264,3,1455
264,4,1201
264,5,1345
264,6,1659
264,7,766
264,8,1371
264,9,933
264,10,842
265,1,1344
265,2,1129
265,3,1579
265,4,1112
265,5,1484
265,6,1096
265,7,1658
265,8,1626
265,9,799
265,10,369
266,1,1545
266,2,1443
266,3,1346
266,4,1362
266,5,1426
266,6,1365
266,7,969
266,8,1108
266,9,719
266,10,49
267,1,957
267,2,1587
267,3,1397
267,4,1526
267,5,1612
267,6,1379
267,7,1070
267,8,1071
267,9,1639
267,10,1166
268,1,1667
268,2,1321
268,3,1547
268,4,1487
268,5,1055
268,6,34
268,7,1604
268,8,1373
268,9,617
268,10,1112
269,1,1443
269,2,907
269,3,1493
269,4,1339
269,5,1346
269,6,1175
269,7,1464
269,8,1199
269,9,1362
269,10,1581
27,1,422
27,2,376
27,3,1354
27,4,1668
27,5,1162
27,6,1331
27,7,647
27,8,1006
27,9,1467
27,10,1427
270,1,1481
270,2,1339
270,3,1054
270,4,1424
270,5,439
270,6,906
270,7,394
270,8,1314
270,9,1508
270,10,860
271,1,1399
271,2,1602
271,3,1564
271,4,1645
271,5,1534
271,6,1452
271,7,1089
271,8,1219
271,9,1143
271,10,453
272,1,1369
272,2,1243
272,3,1520
272,4,1625
272,5,911
272,6,1443
272,7,503
272,8,538
272,9,1343
272,10,373
273,1,972
273,2,718
273,3,1623
273,4,907
273,5,1550
273,6,1325
273,7,1332
273,8,724
273,9,1320
273,10,1651
274,1,1312
274,2,957
274,3,825
274,4,1432
274,5,558
274,6,1532
274,7,911
274,8,589
274,9,1351
274,10,673
275,1,1477
275,2,646
275,3,1371
275,4,1343
275,5,1680
275,6,1613
275,7,914
275,8,1635
275,9,1172
275,10,115
276,1,1660
276,2,1564
276,3,1144
276,4,1504
276,5,1602
276,6,1581
276,7,1501
276,8,394
276,9,917
276,10,1322
277,1,1544
277,2,movie_id
277,3,1358
277,4,1423
277,5,1247
277,6,1608
277,7,460
277,8,159
277,9,868
277,10,1299
278,1,1579
278,2,1369
278,3,1154
278,4,905
278,5,1087
278,6,449
278,7,482
278,8,893
278,9,1447
278,10,1680
279,1,1443
279,2,600
279,3,1254
279,4,394
279,5,1371
279,6,1594
279,7,1613
279,8,1529
279,9,773
279,10,1488
28,1,1411
28,2,1448
28,3,698
28,4,1265
28,5,1438
28,6,390
28,7,1431
28,8,657
28,9,1176
28,10,1245
280,1,1602
280,2,907
280,3,1031
280,4,616
280,5,587
280,6,791
280,7,75
280,8,1595
280,9,1558
280,10,1472
281,1,893
281,2,704
281,3,1510
281,4,1436
281,5,978
281,6,1352
281,7,971
281,8,1166
281,9,506
281,10,122
282,1,1389
282,2,movie_id
282,3,850
282,4,1167
282,5,1638
282,6,1222
282,7,1526
282,8,1328
282,9,1393
282,10,1563
283,1,1317
283,2,1300
283,3,1658
283,4,1679
283,5,1522
283,6,1403
283,7,1581
283,8,1436
283,9,1552
283,10,1478
284,1,1450
284,2,987
284,3,867
284,4,1195
284,5,85
284,6,139
284,7,857
284,8,805
284,9,1320
284,10,1309
285,1,1333
285,2,1617
285,3,1390
285,4,1443
285,5,1557
285,6,1106
285,7,706
285,8,906
285,9,1175
285,10,661
286,1,1670
286,2,1579
286,3,1237
286,4,897
286,5,512
286,6,1299
286,7,361
286,8,1669
286,9,758
286,10,1460
287,1,1331
287,2,745
287,3,1274
287,4,1220
287,5,1530
287,6,80
287,7,1522
287,8,987
287,9,1536
287,10,1239
288,1,1169
288,2,1547
288,3,1512
